neutral	sag mal so so sing mal ein lied oder so
neutral	kannst du mir was zu essen geben
neutral	ich möchte mehr über den heimcomputer wissen
neutral	der ddr computer
neutral	der heimcomputer
neutral	zeige mir bitte das gerät aus der ddr
neutral	zeige mir den heimcomputer
neutral	den heimcomputer
neutral	ich möchte mehr über den heimcomputer erfahren
neutral	ich würde gern den ddr computer sehen
neutral	der heimcomputer bitte
neutral	führe mich bitte zu dem heimcomputer
neutral	den ddr computer bitte
neutral	kannst du mir etwas über den heimcomputer erzählen
neutral	erläutere bitte den heimcomputer
neutral	führe mich zu dem heimcomputer
neutral	sagst du mir wie spät es ist
neutral	sagst du mir bitte die uhrzeit
neutral	wie viel uhr haben wir es
neutral	kannst du mir die uhrzeit sagen
neutral	kannst du mir die uhrzeit nennen
neutral	sagst du mir bitte wie spät es ist
neutral	sag mir wie spät es ist
neutral	kannst du mir die zeit sagen
neutral	kannst du mir die zeit nennen
neutral	wie spät haben wir gerade
neutral	wie viel uhr ist es
neutral	kannst du mir sagen wie spät es ist
neutral	sag mir doch bitte wie spät es ist
neutral	kann ich dich nach der zeit fragen
neutral	weißt du wieviel uhr es ist
neutral	was sagt die uhr
negative	kannst du mir dein
negative	sagst du mir dein gewicht
negative	wie viel wiegst du so
negative	der roboter ist bestimmt schwer
negative	was wiegst du
negative	verräst du mir dein gewicht
negative	bist du schwer
negative	bist du schwerer als ein mensch
negative	was wiegst du so
negative	kannst du mir sagen wieviel du wiegst
negative	wie schwer kann der schon sein
negative	wie viel wiegst du
negative	du bist bestimmt schwer
negative	was wiegst du eigentlich
negative	echt wie viel wiegst denn du
negative	wie schwer ist so ein roboter
negative	wiegst du viel
negative	bist du sehr schwer
positive	huhu
positive	na du roboter
positive	sei gegrüßt roboter
positive	servus
positive	hallo
positive	moin moin
positive	sag mal hallo
positive	na du roboter sag mal hallo
positive	hey roboter kannst du hallo sagen
positive	hi roboter
positive	hi tesaro
positive	kannst du hallo sagen
positive	guten tag roboter
positive	hallo roboter
positive	hallo tesaro
positive	servus tesaro
positive	guten tag
positive	hallo tesaro hörst du mich
positive	hi hallo
positive	hey roboter
positive	sei gegrüßt
positive	huhu hallo
positive	mahlzeit
positive	huhu tesaro
positive	servus roboter
positive	moin roboter kannst du hallo sagen
positive	moin
positive	kannst du uns begrüßen
positive	na du
positive	grüß gott
positive	hi roboter kannst du hallo sagen
positive	schönes wochenende
positive	bis später
positive	bis zum nächsten mal
positive	bis morgen tesaro
positive	schönen tag noch
positive	bis denn tesaro
positive	tschüs
positive	bis morgen
positive	ciao
positive	auf wiederschauen roboter
positive	wir sehen uns
positive	schön feierabend
positive	schönen tag
positive	auf wiederschauen
positive	bis später roboter
positive	auf wiedersehen anna
positive	bis die tage tesaro
positive	tschau
positive	bis demnächst roboter
positive	bis bald
positive	bis demnächst tesaro
positive	bis dann
positive	machs gut
positive	bis nachher roboter
positive	bis die tage
positive	tschüss tesaro
positive	tschüss anna
positive	bis morgen roboter
positive	auf wiedersehen
positive	bye tesaro
positive	bis zum nächsten mal tschau
positive	bis nachher
positive	tschüs roboter
positive	bis zum nächsten mal roboter
positive	ich verabschiede mich jetzt
positive	bis die tage roboter
positive	auf wiedersehen roboter
positive	ich gehe jetzt
positive	bye
positive	bis dann tesaro
positive	sei mal lustig
positive	kennst du witziges
positive	kennst du lustige späße
positive	scherzt du manchmal
positive	erzähle einen witz
neutral	kannst du komisch sein
positive	kannst du was lustiges machen
positive	erzähle mir bitte etwas lustiges
positive	kannst du mir einen witz erzählen roboter
positive	sag was lustiges
positive	mache etwas lustiges
positive	erzähle einen witz tesaro
positive	sag was lustiges roboter
positive	kennst du witze
positive	verstehst du spass
positive	sei mal bitte witzig
positive	kannst du was lustiges erzählen
positive	roboter kannst du witze erzählen
positive	kannst du witze erzählen
positive	kannst du was lustiges sagen
positive	witz
positive	kannst du mir einen witz erzählen
positive	erzähle mir bitte einen witz roboter
positive	kennst du lustige witze
positive	kannst du bitte einen witz erzählen
positive	erzähle mir bitte einen witz tesaro
positive	sag doch mal was lustiges
neutral	wann wird das museum schließen
neutral	wie lang ist das museum noch offen
neutral	wann machst du feierabend
neutral	wann schliesst das museum so
neutral	wann wird das museum heute geschlossen
neutral	wie lang ist das museum heute noch offen
neutral	wann macht das museum heute zu
neutral	wie lang hat das museum heute geöffnet
neutral	wie lang hat das museum geöffnet
neutral	weißt du wann das museum heute geschlossen wird
neutral	kannst du mir sagen wann das museum schließt
neutral	wann wird das museum heute schließen
neutral	wie lang hat das museum offen
neutral	wann schliesst das museum heute
neutral	wann schliesst das museum
neutral	wie lang hat das museum heute offen
neutral	wie lang habt ihr offen
neutral	wann wird das museum geschlossen
neutral	wann machst du heute feierabend
neutral	darf ich schon mal vorgehen
neutral	kannnst du sprechen
neutral	kannst du hören was ich sage
neutral	bist du oft hier
neutral	bist du klüger als google
neutral	bist du besser als siri
neutral	bist du gern hier
neutral	bist du besser als cortana
neutral	kannnst du etwas sagen
neutral	kannst du hören
neutral	darf ich dich anfassen
neutral	bist du besser als ich
neutral	kannst du mich hören
neutral	freust du dich mich zu sehen
neutral	sprichst du
positive	bist du schlau
neutral	hörst du was ich sage
neutral	kannst du mich sehen
neutral	bist du klüger als siri
positive	sind deine eltern stolz auf dich
neutral	kannst du sprechen
positive	bist du ein toller roboter
neutral	sind deine sehr eltern stolz auf dich
neutral	bist du besser als google
neutral	bist du klüger als cortana
positive	bist du gut im witze erzählen
neutral	kannnst du auch sprechen
negative	nein danke tesaro
negative	auf keinen fall tesaro
negative	never
negative	nein danke roboter
negative	nö tesaro
negative	nicht wirklich roboter
negative	nein hat er nicht tesaro
negative	nein hat er nicht
negative	das reicht
negative	nein ich habe keine fragen mehr tesaro
negative	nein ich habe keine fragen mehr roboter
negative	nein nicht wirklich
negative	nein tesaro
negative	never roboter
negative	nein ich habe keine fragen
negative	nicht wirklich
negative	nein ich habe keine fragen tesaro
negative	das reicht roboter
negative	nö
negative	nein auf keinen fall tesaro
negative	nein
negative	nein auf keinen fall
negative	das reicht tesaro
negative	nein roboter
neutral	Alles klar. negative positive
neutral	Bereit.
neutral	Dann erzähl mal.
positive	Gerne.
positive	Gerne. Ja.
positive	Ja.
positive	Ja bitte.
positive	Ja, erzähl mal was.
positive	Ja gerne.
positive	Ja ja doch.
positive	Ja ja, hab ich.
positive	Ja klar.
neutral	Na gut.
positive	Na klar.
positive	Natürlich.
neutral	Noch mehr.
neutral	Okay.
positive	Okay, dann kommen wir mal wieder.
positive	Sehr gern.
neutral	Der erste Computer auf der Welt war Z1.
neutral	Dient zum Rechnen, Schreiben?
neutral	Eine Schreibmaschine ist eine Maschine mit der man schreiben kann.
neutral	Ähm was sind das für Geräte?
neutral	Darf ich die mal anfassen?
neutral	Echt. Wie viel wiegst denn du?
neutral	Erklär mir mal bitte die Sortiermaschine.
neutral	Frag mal, warum der Bildschirm rund ist.
neutral	Führst du uns bitte zum Analogrechner?
neutral	Funktioniert der mit Farbe oder Schwarz-Weiß?
neutral	Ist der aus?
neutral	Kann man da schon krasse Spiele drauf spielen?
neutral	Kannst du auch fahren oder laufen?
neutral	Kannst du die Geräte anzeigen?
neutral	Kannst du etwas mehr darüber sagen?
neutral	Kannst du mir etwas bieten?
neutral	Kannst du uns bitte einen ganz ganz großen Computer zeigen?
neutral	Kannst du uns das auch erklären?
neutral	Kannst du uns den ältesten Computer der Welt zeigen?
neutral	Kannst du uns mal zum Analogrechner führen?
neutral	Keine Ahnung, was kann ich dich denn noch fragen?
neutral	Macht der das selber?
negative	Mmh tja. Und was kann man damit sonst noch so machen?
neutral	Na was denn dann?
neutral	Ok. Was kannst du uns noch mehr über Rechner sagen?
neutral	Tesaro, zeigst du mir jetzt den ältesten Computer der Welt?
neutral	Tesaro zeigst du uns mal bitte den ältesten Computer den es hier gibt?
neutral	Tesaro zeigst du uns mal bitte eine Schreibmaschine?
neutral	Und wie alt bist du?
neutral	Und wozu hat man dann so ein Riesending gebaut?
neutral	Was?
neutral	Was das alles kann?
neutral	Was gibt es denn zum Anschauen?
neutral	Was gibts denn?
neutral	Was hat man denn damit gemacht? Das wär jetzt mal interessant.
neutral	Was hatten wir da am Anfang?
neutral	Was hatten wir noch nicht?
neutral	Was ist das?
neutral	Was kannst du mir denn sonst noch so erzählen?
neutral	Was konnte denn das Ding alles?
neutral	Was konnte man darauf zocken?
neutral	Was weißt du alles?
neutral	Weiß ich nicht so richtig. Was kannst du mir empfehlen?
neutral	Welche Programmiersprache war das?
neutral	Wer hat sich das denn alles ausgedacht?
neutral	Wie alt bist du?
neutral	Wie funktioniert diese Maschine?
neutral	Wie heißt das Ding?
neutral	Wie lange dauert denn das Programmieren damit?
neutral	Wie viel Speicher hat er denn gehabt?
neutral	Wurden sehr viele davon produziert?
neutral	Aber ich.
neutral	Aha.
positive	Das stimmt.
neutral	Folge mir.
neutral	Jetzt gehts weiter.
neutral	Jo.
neutral	Weiß ich nicht.
neutral	Weißt du Bescheid.
neutral	Wir sind angekommen.
negative	Das ist aber ein bisschen spärlich.
negative	Das ist aber schade.
negative	Das ist aber unhöflich. Ich hätte dich sogar eingeladen.
negative	Das ist schade. Ich dachte wir gehen jetzt ein Bier zusammen trinken.
negative	Das könnte ich mir eigentlich auch da vorne angucken.
negative	Das müsstest du aber eigentlich wissen. Das weiß ich.
negative	Der braucht aber lange um anzukommen.
negative	Der ignoriert uns einfach.
negative	Jetzt auch noch angepisst sein. Na toll.
negative	Och nö. Irgendwie. Nö gerade nicht.
negative	Oh schade.
negative	Schade.
negative	Schon dabei. Jetzt drängel doch nicht so.
negative	Wir wollen was anders sehen.
positive	Der ist doch nicht gruselig.
positive	Du auch. Danke.
positive	Ganz gut.
positive	Gut.
positive	Gut reicht jetzt.
positive	Ich finde den übelst witzig.
positive	Ich hab dich lieb Tesaro.
positive	Ist ja mal cool.
neutral	Ja das ist sie.
neutral	Na dann mal weiter.
positive	Ok. Ich bin fertig.
positive	sehr interessant.
positive	Achso.
negative	Arschloch.
negative	Das stinkt hast du geforzt?
negative	Der hat gar keine Haare.
neutral	Der lenkt um.
negative	Ein Totenkopf.
neutral	Emilio.
positive	Er kann laufen.
positive	Fährt der jetzt da raus?
negative	Geh mal weg, damit er vorbei kann.
neutral	Glaub ich nicht. Ich glaub der fährt so vorwärts.
negative	Hä, wo will er denn hin?
neutral	Mama kommst du mit?
negative	Mist.
negative	Mmh.
neutral	Na dann.
negative	Oh Mist schon wieder.
neutral	Oh was.
neutral	Sieht aus wie ein Staubsauger.
neutral	Uh.
neutral	Wieso hinterher? Der fährt doch rückwärts.
positive	Witzig das Ding.
negative	Oh aus dem Weg.
neutral	Bis zum nächsten Mal. Tschau.
neutral	Tschüss.
neutral	Tschüss Tesaro.
neutral	Hallo.
positive	Hallo lieber Roboter.
neutral	Hallo Tesaro.
neutral	Hallo Tesaro, hörst du mich?
neutral	Hier sind wir.
neutral	Das reicht.
negative	Nein.
positive	Nein, danke.
negative	Nein hat er nicht.
negative	ein, ich habe keine Fragen.
negative	Nö.
neutral	Analogrechner.
neutral	Dann nehmen wir mal den Monitor.
neutral	Dann vielleicht etwas über Analogrechner.
neutral	Den Heimcomputer.
neutral	Den riesigen Monitor wuerde ich gerne mal sehen.
neutral	Die goldene Maschine.
neutral	Ein digitales System für technische Zeichnungen.
neutral	Erklärst du uns mal was?
positive	Erzähl mal was.
neutral	Hab ich doch gesagt. Das Cafe.
positive	Ich will mehr darüber wissen.
neutral	Irgendwas erzählen.
positive	Ja doch, erzähl mal.
positive	Ja erzähl mal.
positive	Ja erzähl mal noch ein bisschen.
positive	Ja erzähl mal noch ein bisschen mehr.
neutral	Jetzt will ich aber auch einen riesigen Monitor sehen.
neutral	Kühlschränke.
neutral	Mechanische Rechenmaschinen.
neutral	Monitor.
neutral	Na dann zum Analogrechner.
neutral	Na immer mehr.
neutral	Na was.
neutral	Na was anderes.
neutral	Och öh das Cafe.
neutral	Och, weißt du noch irgendwas darüber?
neutral	Rechenmaschine.
neutral	Sag mal hallo.
neutral	Schreibmaschinen.
neutral	Wir gehen zu diesem Riesenmonitor.
neutral	Zeig mal wo die steht.
negative	Alter hab ich Recht?
negative	Anstrengend heh?
negative	Bin ich böse?
negative	Bin ich ein Einbrecher?
neutral	Bin ich lieb?
neutral	Bist du krank?
neutral	Bist du reich?
positive	Dann sag es mir mal bitte.
neutral	Darf ich jetzt auch mal?
neutral	Folgst du mir bitte Tesaro?
neutral	Gehen wir noch zusammen einen trinken?
neutral	Geht es dir gut?
neutral	Hab ich Recht?
neutral	Hast du Arme?
neutral	Hast du dir gemerkt was das hier ist?
neutral	Hast du dir gemerkt was das ist?
neutral	Hast du eine Freundin?
neutral	Ist das ein Hund?
neutral	Kann der auch Lieder singen?
neutral	Kannst du bitte Qartett spielen?
neutral	Kannst du dich noch erinnern was das hier ist?
neutral	Kannst du eigentlich auch tanzen?
neutral	Kannst du ein Lied singen?
neutral	Kannst du hüpfen?
neutral	Kannst du meine Hand sehen?
neutral	Kannst du mir bitte Eis holen?
neutral	Kannst du mir was zu essen geben?
neutral	Kannst du Qartett spielen?
neutral	Magst du Emilio?
neutral	Putzt du dir alleine die Zähne?
neutral	Roboter darf ich schonmal vorgehen?
neutral	Sag mal so so sing mal ein Lied oder so.
neutral	Seh ich behindert aus?
positive	Seh ich cool aus?
neutral	Sieht der alles Schwarz-Weiß?
neutral	Sieht der auch farbig?
neutral	Tanz ich grade?
neutral	Und selbst?
neutral	Und wie gehts dir so?
neutral	Wann sind wir da?
neutral	Was ist das? Sag es mir mal.
neutral	Was ist ein plus eins?
neutral	Weißt du was das ist?
neutral	Weißt du wie ich heiße?
neutral	Weißt du wo die Toilette ist?
neutral	Wie wird das Wetter morgen?
neutral	Willst du Eis?
neutral	Wohnst du schon lange hier?
positive	Cool. Ich freue mich dich kennenzulernen.
positive	Dafür kann er nichts.
neutral	Da ist Wochenende. Da können wir morgen nochmal vorbeikommen.
positive	Das ist doch schön.
neutral	Das ist ein Schlüsselanhänger.
positive	Der kann laufen.
negative	Der kann nicht laufen.
neutral	Du musst in die Kamera reingucken.
negative	Ich dachte immer Roboter sind schneller.
positive	Ist der lustig.
positive	Ja ganz gut.
positive	Ja na sicher hat der grade gesagt.
negative	Jetzt ist er bestimmt sauer.
neutral	Lass ihn mal fragen.
negative	Mmh das ist aber ungünstig.
negative	Mmh komisch.
neutral	Na gut ist ja auch ein Roboter.
positive	Na ich weiß nicht. Ich hab noch nie einen funktionierenden Roboter gesehen, der rumfährt, vor allem keinen der sich mit mir unterhält.
positive	Nochmal Glück gehabt.
negative	Oh oh, der ist aber langsam.
positive	Sowas hab ich noch nie gesehen.
neutral	Weil er keine Arme hat.
positive	Wie heißt er? Tesaro? Ist ja witzig.
neutral	Wir sollen hinterher gehen.
neutral	Wir sollen hinterherlaufen.
negative	anstrengend heh
negative	darf ich jetzt auch mal
neutral	hast du dir gemerkt was das hier ist
neutral	hast du eine frau
neutral	hast du geheiratet
neutral	kann man da schon krasse spiele drauf spielen
neutral	putzt du dir alleine die zähne
neutral	und selbst
neutral	bist du menschlich
neutral	wie menschlich bist du
neutral	kennst du hal
neutral	kennst du hell
neutral	magst du cortana
neutral	kennst du siri
neutral	was denkst du über siri
neutral	bist du alt
neutral	wie alt bist du tesaro
neutral	kannst du mir sagen wie alt du bist
neutral	wann hat man dich gebaut tesaro
neutral	tesaro wann wurdest du gebaut
neutral	roboter wann hat man dich gebaut
neutral	wann hat man dich gebaut
neutral	wann hat mich dich gebaut
neutral	wann wurdest du erbaut
neutral	wie alt bist du
neutral	und dein alter tesaro
neutral	dein alter roboter
positive	alles klar
positive	alles klar tesaro
positive	auf jeden fall
positive	gern roboter
positive	gerne
positive	ja ja doch
positive	ja ja hab ich
positive	ja klar
positive	johr
positive	natürlich
positive	noch mehr
positive	okay dann kommen wir mal wieder
positive	sehr gern roboter
positive	na klar roboter
positive	okay roboter
positive	geht es dir gut
positive	bist du gern hier im museum
negative	fühlst du dich schlecht
neutral	wie ist deine laune heute
neutral	führst du uns bitte zum analogrechner
neutral	kannst du mir etwas über den analogrechner erzählen
neutral	erläutere bitte den analogrechner
neutral	zeige mir den analogrechner
neutral	bist du ein roboter
neutral	bist du echt ein roboter
neutral	was bist du
neutral	nenne mir deinen namen
neutral	den namen bitte
neutral	sagst du mir wie du heist roboter
neutral	woher kommst du
neutral	hey roboter wie heißt du
neutral	hey roboter wie ist dein name
neutral	was ist deine aufgabe
neutral	die goldene maschine
neutral	ich würde gern die rechenmaschine sehen
neutral	führe mich bitte zu der rechenmaschiene
neutral	ich möchte mehr über die rechenmaschiene wissen
neutral	erläutere bitte die rechenmaschiene
neutral	zeige mir die rechenmaschiene
neutral	kannst du mir etwas über die mechanische rechenmaschiene erzählen
neutral	ich möchte mehr über die mechanische rechenmaschiene wissen
neutral	zeige mir die mechanische rechenmaschiene
neutral	den riesigen monitor wuerde ich gerne mal sehen
neutral	ich möchte mehr über das system für technische zeichnungen erfahren
neutral	kannst du uns mal zum system für technische zeichnungen führen
neutral	das system für technische zeichnungen bitte
neutral	erläutere bitte das system für technische zeichnungen
neutral	zeige mir das system für technische zeichnungen
neutral	kannst du mir etwas über das system zum zeichnen erzählen
neutral	ich möchte mehr über das system zum zeichnen wissen
neutral	zeige mir das system zum zeichnen
neutral	kannst du mir sagen wie viele sprachen du sprichst
neutral	sprichst du mehere sprachen
neutral	wie viele sprachen sprichst du noch
neutral	kannst du noch mehr sprachen ausser deutsch
neutral	was sprichst du ausser deutsch
neutral	was für sprachen sprichst du so
neutral	wird heute schönes wetter
neutral	wird es später regnen
neutral	soll es später regnen
neutral	wie wird das wetter
neutral	kann heute es regnen
neutral	wird heute es regnen
neutral	soll es heute regnen
neutral	kannst du mir etwas über deine entwickler erzälen
neutral	wer hat dich erschaffen
neutral	wer hat dich gebaut
neutral	wer ist dein erbauer
neutral	wer ist deine mutter
neutral	von wem wurdest du geschaffen
neutral	hast du dich gebaut
neutral	ich hätte gerne eine führung
neutral	kannst du mir bitte eine führung geben
neutral	erzähl mal was
neutral	hilfe
neutral	ich brauche hilfe
neutral	keine ahnung was kann ich dich denn noch fragen
neutral	was kannst du mir denn sonst noch so erzählen
neutral	wie kannst du mir helfen
negative	du bist aber langsam
negative	du bist aber nicht schnell
negative	du bist mir zu lahm
neutral	kannst du schneller fahren
negative	oh oh der ist aber langsam
