neutral	Alles klar.	negative	positive
neutral	Hab ich Recht?
neutral	Hast du Arme?
neutral	Hast du dir gemerkt was das hier ist?
neutral	Hast du dir gemerkt was das ist?
neutral	Hast du eine Freundin?
neutral	Ist das ein Hund?
neutral	Kann der auch Lieder singen?
neutral	Kannst du bitte Qartett spielen?
neutral	Kannst du dich noch erinnern was das hier ist?
neutral	Kannst du eigentlich auch tanzen?
neutral	Kannst du ein Lied singen?
neutral	Kannst du hüpfen?
neutral	Kannst du meine Hand sehen?
neutral	Kannst du mir bitte Eis holen?
neutral	Kannst du mir was zu essen geben?
neutral	Kannst du Qartett spielen?
neutral	Magst du Emilio?
neutral	Putzt du dir alleine die Zähne?
neutral	Roboter darf ich schonmal vorgehen?
neutral	Sag mal so so sing mal ein Lied oder so.
neutral	Seh ich behindert aus?
postive	Seh ich cool aus?
neutral	Sieht der alles Schwarz-Weiß?
neutral	Sieht der auch farbig?
neutral	Tanz ich grade?
neutral	Und selbst?
neutral	Und wie gehts dir so?
neutral	Wann sind wir da?
neutral	Was ist das? Sag es mir mal.
neutral	Was ist ein plus eins?
neutral	Was ist ein plus eins?
neutral	Weißt du was das ist?
neutral	Weißt du wie ich heiße?
neutral	Weißt du wo die Toilette ist?
neutral	Wie wird das Wetter morgen?
neutral	Willst du Eis?
neutral	Wohnst du schon lange hier?
positive	Cool. Ich freue mich dich kennenzulernen.
positive	Dafür kann er nichts.
neutral	Da ist Wochenende. Da können wir morgen nochmal vorbeikommen.
positive	Das ist doch schön.
neutral	Das ist ein Schlüsselanhänger.
positive	Der kann laufen.
negative	Der kann nicht laufen.
neutral	Du musst in die Kamera reingucken.
negative	Ich dachte immer Roboter sind schneller.
positive	Ist der lustig.
postive	Ja ganz gut.
postive	Ja na sicher hat der grade gesagt.
negative	Jetzt ist er bestimmt sauer.
neutral	Lass ihn mal fragen.
negative	Mmh das ist aber ungünstig.
negative	Mmh komisch.
neutral	Na gut ist ja auch ein Roboter.
positive	Na ich weiß nicht. Ich hab noch nie einen funktionierenden Roboter gesehen, der rumfährt, vor allem keinen der sich mit mir unterhält.
positive	Nochmal Glück gehabt.
negative	Oh oh, der ist aber langsam.
positive	Sowas hab ich noch nie gesehen.
neutral	Weil er keine Arme hat.
positive	Wie heißt er? Tesaro? Ist ja witzig.
neutral	Wir sollen hinterher gehen.
neutral	Wir sollen hinterherlaufen.
