neutral	kannst du meine hand sehen
neutral	kann der auch lieder singen
neutral	kannst du hüpfen
neutral	sing doch mal was
neutral	kannst du ein lied singen
neutral	sag mal so so sing mal ein lied oder so
neutral	kannst du mir was zu essen geben
neutral	ich möchte mehr über den heimcomputer wissen
neutral	der ddr computer
neutral	der heimcomputer
neutral	zeige mir bitte das gerät aus der ddr
neutral	zeige mir den heimcomputer
neutral	den heimcomputer
neutral	ich möchte mehr über den heimcomputer erfahren
neutral	ich würde gern den ddr computer sehen
neutral	der heimcomputer bitte
neutral	führe mich bitte zu dem heimcomputer
neutral	den ddr computer bitte
neutral	kannst du mir etwas über den heimcomputer erzählen
neutral	erläutere bitte den heimcomputer
neutral	führe mich zu dem heimcomputer
neutral	sagst du mir wie spät es ist
neutral	sagst du mir bitte die uhrzeit
neutral	wie viel uhr haben wir es
neutral	kannst du mir die uhrzeit sagen
neutral	kannst du mir die uhrzeit nennen
neutral	sagst du mir bitte wie spät es ist
neutral	kannst du mir die uhrzeit sagen
neutral	sag mir wie spät es ist
neutral	kannst du mir die zeit sagen
neutral	kannst du mir die zeit nennen
neutral	wie spät haben wir gerade
neutral	wie viel uhr ist es
neutral	kannst du mir sagen wie spät es ist
neutral	sagst du mir bitte wie spät es ist
neutral	sag mir doch bitte wie spät es ist
neutral	kann ich dich nach der zeit fragen
neutral	weißt du wieviel uhr es ist
neutral	was sagt die uhr
negative	kannst du mir dein 
negative	sagst du mir dein gewicht
negative	wie viel wiegst du so
negative	der roboter ist bestimmt schwer
negative	was wiegst du
negative	verräst du mir dein gewicht
negative	bist du schwer
negative	bist du schwerer als ein mensch
negative	was wiegst du so
negative	kannst du mir sagen wieviel du wiegst
negative	wie schwer kann der schon sein
negative	wie viel wiegst du
negative	du bist bestimmt schwer
negative	was wiegst du eigentlich
negative	echt wie viel wiegst denn du
negative	wie schwer ist so ein roboter
negative	wiegst du viel
negative	bist du sehr schwer
positive	huhu
positive	na du roboter
positive	sei gegrüßt roboter
positive	servus
positive	hallo
positive	moin moin
positive	sag mal hallo
positive	na du roboter sag mal hallo
positive	hey roboter kannst du hallo sagen
positive	hi roboter
positive	hi tesaro
positive	kannst du hallo sagen
positive	guten tag roboter
positive	hallo roboter
positive	hallo tesaro
positive	servus tesaro
positive	sag mal hallo
positive	guten tag
positive	hallo tesaro hörst du mich
positive	hi hallo
positive	hey roboter
positive	sei gegrüßt
positive	huhu hallo
positive	mahlzeit
positive	huhu tesaro
positive	servus roboter
positive	moin roboter kannst du hallo sagen
positive	moin
positive	kannst du uns begrüßen
positive	na du
positive	hi roboter
positive	grüß gott
positive	hi roboter kannst du hallo sagen
positive	schönes wochenende
positive	bis später
positive	bis zum nächsten mal
positive	bis morgen tesaro
positive	schönen tag noch
positive	bis denn tesaro
positive	tschüs
positive	bis morgen
positive	ciao
positive	auf wiederschauen roboter
positive	wir sehen uns
positive	schön feierabend
positive	schönen tag
positive	auf wiederschauen
positive	bis später roboter
positive	auf wiedersehen anna
positive	bis die tage tesaro
positive	tschau
positive	bis demnächst roboter
positive	bis bald
positive	bis demnächst tesaro
positive	bis dann
positive	machs gut
positive	bis nachher roboter
positive	bis die tage
positive	tschüss tesaro
positive	tschüss anna
positive	bis morgen roboter
positive	auf wiedersehen
positive	bye tesaro
positive	bis zum nächsten mal tschau
positive	bis nachher
positive	tschüs roboter
positive	bis zum nächsten mal roboter
positive	ich verabschiede mich jetzt
positive	bis die tage roboter
positive	auf wiedersehen roboter
positive	ich gehe jetzt
positive	bye
positive	bis dann tesaro
psotive	sei mal lustig
psotive	kennst du witziges
psotive	kennst du lustige späße
psotive	scherzt du manchmal
psotive	erzähle einen witz
neutral	kannst du komisch sein
psotive	kannst du was lustiges machen
psotive	erzähle mir bitte etwas lustiges
psotive	kannst du mir einen witz erzählen roboter
psotive	sag was lustiges
psotive	mache etwas lustiges
psotive	erzähle einen witz tesaro
psotive	sag was lustiges roboter
psotive	kennst du witze
psotive	verstehst du spass
psotive	sei mal bitte witzig
psotive	kannst du was lustiges erzählen
psotive	roboter kannst du witze erzählen
psotive	kannst du witze erzählen
psotive	kannst du was lustiges sagen
psotive	witz
psotive	kannst du mir einen witz erzählen
psotive	erzähle mir bitte einen witz roboter
psotive	kennst du lustige witze
psotive	kannst du bitte einen witz erzählen
psotive	erzähle mir bitte einen witz tesaro
psotive	sag doch mal was lustiges
neutral	wann wird das museum schließen
neutral	wie lang ist das museum noch offen
neutral	wann machst du feierabend
neutral	wann schliesst das museum so
neutral	wann wird das museum heute geschlossen
neutral	wie lang ist das museum heute noch offen
neutral	wann macht das museum heute zu
neutral	wie lang hat das museum heute geöffnet
neutral	wie lang hat das museum geöffnet
neutral	weißt du wann das museum heute geschlossen wird
neutral	kannst du mir sagen wann das museum schließt
neutral	wann wird das museum heute schließen
neutral	wie lang hat das museum offen
neutral	wann schliesst das museum heute
neutral	wann schliesst das museum
neutral	wie lang hat das museum heute offen
neutral	wie lang habt ihr offen
neutral	wann wird das museum geschlossen
neutral	wann wird das museum heute geschlossen
neutral	wann machst du heute feierabend
neutral	wann wird das museum geschlossen
neutral	bist du intelligent
neutral	darf ich schon mal vorgehen
neutral	kannnst du sprechen
neutral	kannst du hören was ich sage
neutral	bist du oft hier
neutral	bist du klüger als google
neutral	bist du besser als siri
neutral	bist du gern hier
neutral	bist du besser als cortana
neutral	kannnst du etwas sagen
neutral	kannst du hören
neutral	darf ich dich anfassen
neutral	bist du besser als ich
neutral	kannst du hören was ich sage
neutral	kannst du mich hören
neutral	freust du dich mich zu sehen
neutral	sprichst du
positive	bist du schlau
neutral	hörst du was ich sage
neutral	kannst du mich sehen
neutral	bist du klüger als siri
positive	sind deine eltern stolz auf dich
neutral	kannst du sprechen
positive	bist du ein toller roboter
neutral	sind deine sehr eltern stolz auf dich
positive	bist du gern hier
neutral	bist du besser als google
neutral	bist du klüger als cortana
positive	bist du gut im witze erzählen
neutral	kannnst du auch sprechen
negative	nein danke tesaro
negative	auf keinen fall tesaro
negative	never
negative	nein danke roboter
negative	nö tesaro
negative	nicht wirklich roboter
negative	nein hat er nicht tesaro
negative	nein hat er nicht
negative	das reicht
negative	nein ich habe keine fragen mehr tesaro
negative	nein ich habe keine fragen mehr roboter
negative	nein nicht wirklich
negative	nö tesaro
negative	nein tesaro
negative	never roboter
negative	nein ich habe keine fragen
negative	nicht wirklich
negative	nein ich habe keine fragen tesaro
negative	das reicht roboter
negative	nö
negative	nein auf keinen fall tesaro
negative	nein
negative	nein auf keinen fall
negative	das reicht tesaro
negative	nein roboter
